NE_STATE,Short name,SITE_NAME,RPT_AREA,RPT_REGION,VBT_MICRO_CLUSTER
Active,03CBN735,JLPOGOR_CBN_MT,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN736,SABILUL_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN737,PARDEK_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN738,KALISTA_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN739,JLPADURENAN_CBN_IB,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN740,INGANAN_CBN_TB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN741,CIBERES_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN742,MARTOLE_CBN_TB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN743,PARANJE_CBN_CM,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN744,RABAK_CBN_PL,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN745,CIKOLEANG_CBN_CM,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN746,CIBATOK_CBN_PL,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN747,SALIMAH_CBN_PL,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN748,SITUDAUN_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN749,WAENI_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN751,SAMLAWI_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN752,SIBANTENG_CBN_PL,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN754,BISTEK_CBN_PL,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN755,SUDAMANIK_CBN_PL,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN756,PEMAGARSARI_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN757,HAMASAH_CBN_TB,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN758,HMIING_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN759,BADRUL_CBN_TB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN760,MAITRI_CBN_CM,BOTABEK,Jabotabek,MC-BOGOR INNER
Active,03CBN761,HEGIHA_CBN_TB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN762,LALADON_CBN_MT,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN763,CIBADUNG_CBN_PL,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN764,LULILA_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN765,JLMAMPIR_CBN_ST,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN767,MIC_ST_KRL_CIBINONG,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN768,MIC_ST_KRL_BOJONG_GEDE,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN769,MIC_ST_KRL_CITAYAM,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN771,MIC_ST_KRL_NAMBO,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN772,MIC_ST_KRL_CILEBUT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN774,MIC_ST_KRL_PARUNG_PANJANG,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN775,MUKAROMAH_CBN_PL,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN776,SANJA_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN777,JLTEMBUS_CBN_PL,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN778,DENESTA_CBN_PL,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN779,MADINATUL_CBN_PL,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN780,INASENTRA_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN781,BAETUR_RAHMAH_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN782,GALVANIZE_CBN_PL,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN783,PERIANGAN_CBN_IB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN784,PUSPASARI_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN785,KATAJI_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN786,DOTEKOO_CBN_IB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN787,ARBONTEK_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN788,HUASIN_CBN_ST,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN789,CIDANGDEUR_CBN_PL,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN790,DINIYAH_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN791,PRAPATANCIAWI_CBN_PL,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN799,SEMBRANI_RAYA_CBN_ST,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN800,RIVERSIDE_GOLF_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN801,REKADAYA_CBN_IB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN804,MUHIBBIN_CBN_GH,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN805,LUVENA_AMIE_CBN_TB,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN806,CIJULANG_CBN_PL,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN811,JLRAYA_SADENG_CBN_ST,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN812,LALANA_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN814,KUWWA_KENCANA_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN816,GGNINJO_KUBURAN_CBN_ST,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN817,CANDALI_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN818,GUGAH_NURANI_CBN_PL,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN819,JASINGA_BAGOANG_CBN_ST,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN820,JLATMA_ASNAWI_CBN_TB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN821,HAERUDIN_CBN_PL,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN822,CETINI_CBN_IB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN823,JLGRAND_PAKIS_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN824,JLRAYA_SEGOG_CBN_ST,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN825,BATARI_BERNAS_CBN_ST,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN826,JLRAYA_KABASIRAN_CBN_TB,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN827,KARNATA_JAPRA_CBN_IB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN828,BAKOM_CBN_MT,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN830,CISEENG_ST,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN831,KODAMIL_CBN_IB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN833,PASIRANGIN_CBN_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN834,IKABARA_CBN_MT,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN835,JLPESANTREN_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN836,SIRKUITSENTUL_MT,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN838,JLTIRTAMAS_CBN_TB,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN839,SERELEK_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN840,LEBAK_SIRNA_CBN_IB,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN841,TERAS_RISCON_CBN_MT,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN842,TAJUR_HALANG_CBN_GH,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN843,CIBEDUG_MAYAK_CBN_PL,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN844,BAHERA_CBN_CM,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN845,KARET_PABUARAN_CBN_IB,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN846,MAJU_TERUS_CBN_CM,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN847,KUMAYA_CBN_TB,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN848,TUNGGULIS_CBN_IB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN849,CIKOPO_SELATAN_CBN_MT,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN850,ARKADIA_SINDUR_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN851,TONJONG_PARUNG_CBN_MT,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN852,CIJUJUNG_CBN_IB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN854,BABAKAN_MADANG_CBN_GH,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN855,ASLIN_TENGAH_CBN_PL,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN857,MUARA_CARINGIN_CBN_ST,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN858,GUNUNG_PUTRI_CBN_PL,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN859,KALONGSAWAH_CBN_ST,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN863,BUNI_ARRIDA_CBN_GH,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN864,,,,
Active,03CBN865,GANDAMANAH_CBN_CM,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN866,CILEMBER_CISARUA_CBN_TB,BOTABEK,Jabotabek,MC-CISARUA
Active,03CBN868,TEGALKEMANG_CBN_ST,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN869,WARUJAYA_CBN_PL,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN870,,,,
Active,03CBN871,KPBATU_GEDE_CBN_PL,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN874,SWADAYASUKAHATI_CBN_MT,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN877,ALISHLAH_JASINGA_CBN_CM,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN878,KPBEDENG_RUMPIN_CBN_MT,BOTABEK,Jabotabek,MC-NEW CISEENG
Active,03CBN879,KOMP_AL_CIANGSANA_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CBN963,KPPADURENAN_CBN_ST,BOTABEK,Jabotabek,MC-CIBINONG
Active,03CBN971,SUKARAKSA_CBN_CM,BOTABEK,Jabotabek,MC-NEW LEUWILIANG
Active,03CBN981,PARAKAN_KEMBANG_CBN_TB,BOTABEK,Jabotabek,MC-JONGGOL
Active,03CJR001,CIPEUYEUM_BDG,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR002,CUGENANG_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR003,CIRANJANG,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR004,CIKALONGKLN,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR005,CIANJUR_SOUTH_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR006,AYI_CIBEBER,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR007,W_KONDANG,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR008,BOJONGPICUNG,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR009,DEDENMANDE,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR010,CIANJUR,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR011,CIANJUR_IM,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR012,CIRANJANG_IM_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR013,PACET,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR014,SUKANAGARA,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR015,CIDAUN,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR016,SONGGOM,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR017,CILAKU_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR018,TANGGEUNG,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR019,KADUPANDAK_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR020,SDGBARANG_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR021,PAGELARAN_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR022,JANGARI,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR023,CAMPAKA_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR024,CIBINONG,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR025,BUMBUNGSARI,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR026,MUARACIKADU_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR027,BLENDER_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR028,SUKARESMI_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR029,MALEBER,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR030,KARANGTENGAH,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR031,CRNJANG_SKLUYU_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR032,JL_SIMATUPANG_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR033,SUKAPURA,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR034,PASIRNANGKA,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR035,CISEUPAN_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR036,AGRABINTA,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR037,SUKASARI_CNJR_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR038,CAMPAKA_MULYA_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR039,NUNGGALCNJR_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR040,KP_JEMBAR_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR041,NARINGGUL,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR042,CIHERANG_XL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR048,CIBEBER_RAYA_PS,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR049,HYPERMART_VI,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR050,GSI_CIANJUR_EB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR053,SIRNAGALIH_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR054,PASIR_KOLECER_MT,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR056,KUBANG_PASIRKUDA_ML,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR057,RAWEUY_EB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR058,CIKAROYA,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR059,RDSAGARTENKDPK,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR060,SALAGEDANG,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR061,CISUJEN,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR062,CARINGIN_CNJR,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR063,ASNAWIPL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR064,SINDANGLAKA_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR065,SUKAWANGI,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR066,TIPAR_KIDUL_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR067,PAMOKALAN_KDL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR068,PARABON,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR069,KP_CIJENGJEN_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR070,RDSUKAPURACDN_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR071,JAYAGIRI_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR072,TLSARICNJR_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR073,SUKARAMA_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR074,BUNIKASIH_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR075,PANARUBAN_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR076,PASIR_PEUSING_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR078,SARAMPAD_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR079,CIBOGO_CNJR_TB,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR080,SUKARAMEPRBY_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR081,GELARMUKTI_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR082,KALIBARU_CJR_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR083,CIMALATI_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR084,SOKAJAYA,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR086,SUKAMANAH_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR087,CIKONDANG_CNJR,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR088,NAGASARI_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR089,MEKARWANGI_CNJ_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR090,GNBATUCNJR_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR091,CIBAKUANG_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR095,SUKAJEMBAR,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR096,CILEPO_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR098,TALAGASARI,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR099,CIRAKSA_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR101,MARIWATI_ML,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR104,CIKARET_PS,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR105,CIBEBERKONDANG_ML,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR109,MALEBER_KIDUL_CM,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR111,SIMPANG_CNJR,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR112,PAMOYANANCJ,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR114,DATARNANGKA,BOTABEK,Jabotabek,MC-PELABUHAN RATU
Active,03CJR115,BALEGEDE,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR116,SUKARAJIN,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR118,RAWALELE,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR119,PESANTREN_SUKAMENAK,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR122,GUNUNGSARI,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR127,BOJONGKASO_PL,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR129,CIPELAH,WEST JAVA,Central & West Java,MC-BANDUNGKAB 1
Active,03CJR131,CIBOKOR_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR132,PUSAKAJAYA_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR133,SUKAJAYACJR,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR134,SUKASARIKDP_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR140,CIJATI_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR142,TANGGEUNGKT_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR144,NODAL_SIMPANG,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR145,SUKARAJIN_NEW,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR146,CISUJEN_NEW,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR148,NAGRAKPL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR149,PASIR_TULANG_PL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR150,GOMBONGKDL_PL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR151,CIJAGANG_PL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR152,JAMALINPL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR153,TAJURHLNGPL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR154,BATULAWANGPL,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR155,CIBIUK_PL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR156,KUBANG_PL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR158,RAMAYANACJR,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR160,CIGUHA_SUKANEGARA,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR162,CIWAREGU,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR164,CIKADU_CJR,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR165,KEMANG_CNJR,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR167,CIGOBANG_CJR,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR174,CISARANDI_PL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR177,CINANGSIH_PL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR184,BABAKAN_KART_PL,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR190,TANGGEUNG_KDU_PL,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR191,KRTENGAH_TGG_PL,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR192,SUKABUMI006_PL,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR198,CILIEUR_CAMPAKA_LS,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR199,HEGARMANAHCJR_MT,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR201,BENJOT,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR203,CIMASKARA_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR204,BOJONGHERANG_PL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR205,NARINGGUL_CDN_MT,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR206,KARANGWANGI_MT,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR207,KEMANG_SUKARATU_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR208,CIKADU_CIBINONG_CN,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR209,SUKARAME_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR210,PASIR_BITUNG_TB,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR220,DESA_CAMPAKA_WARNA_GH,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR221,RD_TO_SAMPORA,BOTABEK,Jabotabek,MC-PELABUHAN RATU
Active,03CJR222,PANUNDAAN_GH,WEST JAVA,Central & West Java,MC-BANDUNGKAB 1
Active,03CJR223,TANGGEUNG_NEW_LS,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR224,GSI_LS,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR225,SOLOKPANDAN_PL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR270,GEKBRONG_CJR_ST,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR271,KADUPANDAK_CJR_ML,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR272,SABANDAR_CJR_TB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR273,SALAGEDANG_CJR_ST,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR274,SAWAH_GEDE_CJR_PL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR275,CIKONDANG_CJR_ST,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR276,MOH.YAMIN_CJR_IB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR277,SAYANG_CJR_PL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR278,SELAJAMBE_CJR_ST,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR279,SINDANGASIH_CJR_PL,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR281,SINDANGKERTA_CJR_ST,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR283,SIRNAGALIH_CJR_IB,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR284,SOLOKPANDAN_CJR_MT,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
Active,03CJR285,SUKAJAYA_CJR_ST,WEST JAVA,Central & West Java,MC-CIANJUR SELATAN
Active,03CJR287,CINANGSI_CJR_ST,WEST JAVA,Central & West Java,MC-CIANJUR UTARA
Active,03CJR288,SUKAMANAH_CJR_GT,WEST JAVA,Central & West Java,MC-CIANJUR TENGAH
