NE_STATE,Short name,SITE_NAME,RPT_AREA,RPT_REGION,VBT_MICRO_CLUSTER
Active,14PML021,PETANJUNGAN_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML022,RANDUDONGKALBRT_EB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML023,TAMBAKREJO_EB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML024,BEJITAMAN_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML025,TAMAN_PML,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML026,WARUNGPRING,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML027,PADURAKSA,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML028,BEJI_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML029,KALITORONG,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML030,PETARUKANUTR_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML031,ULUJAMIUTR,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML032,PETARUKANSLTN_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML033,BULAKAN,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML034,PEGIRINGAN,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML035,BOJONGBATA_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML036,ASEMDOYONG_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML038,SIRANGKANG_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML039,BENGKELUNG_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML040,AMBOWETAN_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML041,ARJOSARI_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML042,PELUTAN_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML049,DEDYJAYAPML,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML051,KECEPIT_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML052,KREYO_PML_LS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML054,KANDANGDSS_IB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML056,PENGGARIT_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML057,PSRGONDANG_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML059,SEMINGKIR_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML060,KETAPANG_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML063,PESPETARUKAN_XL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML064,PAYUNG_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML079,,,,
Active,14PML080,KEBONDALEM_PML_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML081,UJUNGGEDE_PML_PS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML083,TUMBAL_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML084,BUMIREJO_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML085,GINTUNG_PML_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML086,RAYATUMBAL_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEKALONGAN KAB
Active,14PML087,JATIROYOM_PML_GT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML089,KEBANGGAN_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML096,KENDALDOYONG_PML_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML097,AMBOWETAN_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML098,BANJARAN_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML099,BANJARMULYA1_PML_PS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML100,BANJARMULYA2_PML_PS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML101,BEJI_PML_BL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML103,DANASARI1_PML_PS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML104,JEBED_UTARA_PML_EB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML105,KALIGELANG_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML106,KALIRANDU_PML_PS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML107,KETEMON_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML108,KENDALDOYONG2_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML109,MENDELEM_PML_BM,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML110,MULYOHARJO_PML_BL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML111,PAGELARAN_PML_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML112,PEDURUNGAN_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML113,PURWOSARI1_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML114,SIKAYU_PML_CM,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML115,TAMAN2_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML116,TEMUIRENG_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML117,TLAGASANA_PML_PS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML118,WANAREJAN_SELATAN_PML_PS,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML119,WANAREJAN_UTARA_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML120,LAWANGREJO_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML121,ANNUR_PML_IB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML122,KARANGMONCOL_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML123,SEMBILANG_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML124,GINTUNG_SIMA_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML125,GG_KRESNA_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML126,SEWAKA_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML127,AGIL_PUTRA_PML_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML128,SABAR_SUBUR_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML129,WARUNGPRING_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML130,,,,
Active,14PML131,KEJENE_RAYA_PML_MT,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML134,LEBOYO_SATU_PML_PL,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML135,JATIREJO_RAYA_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML137,KALIONGKRANG_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PML138,QIYAS_PML_TB,CENTRAL JAVA,Central & West Java,MC-PEMALANG
Active,14PWR001,KUTOARJO,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR002,PURWOREJO,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR003,BAGELEN_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR004,BENER_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR005,PURWOREJOUTR_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR006,PURWOREJOBARAT_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR007,JENAR,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR008,BAYAN_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR009,PITURUH_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR010,GRABAGPWRJ_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR011,KEMIRIPWR_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR012,PONGPONGAN,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR013,BOTODALEMAN_KN,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR014,BRINGIN_BAYAN_RT,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR015,BALEDONO_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR016,WINGKOMULYO_MT,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR017,KRANDENGAN_MT,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR018,PASARWOLO_GRABAG_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR023,NGOMBOL_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR024,BRUNO_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR025,GEBANG_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR026,WINONGPWRJ_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR027,KALIGESING_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR028,CANGKREP_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR029,BANYUASIN_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR030,UKIRSARI_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR031,SMBRSARIPWRJ_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR032,WARENG_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR033,GEPARANG,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR034,BUTUH_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR037,KRENDETAN_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR048,JATINGARANG_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR049,KALIHARJO_PWR_ST,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR050,KEDUREN_PWR_ST,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR052,JENAYA_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR053,LINTAS_TANJUNG_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR054,SONTO_PWR_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR055,TUKSONGO_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR056,KRASAKAGLIK_PWR_MT,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR057,BORO_HARMONY_PWR_TB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR058,AFRIKAN_PWR_MT,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR059,KYAI_SOBO_PWR_MT,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR060,BAKUREJO_PWR_IB,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR061,LENGIS_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR062,ARIFA_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR063,JOGORESAN_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR064,PACOR_PWR_CM,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWR065,KATEP_PWR_PL,CENTRAL JAVA,Central & West Java,MC-PURWOREJO
Active,14PWT001,PANINGKRABAN_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT003,BATURADEN,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT004,AJIBARANG,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT005,WANGON,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT006,SUMPIUH,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT007,SOKARAJA,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT008,UNSOED,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT009,PURWOKERTOBR,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT010,PURWOKERTOSLT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT011,BUNTU,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT012,JATILAWANG_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT013,CILONGOK,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT014,DUKUHWALUH,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT016,GUNUNGDEPOK,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT017,BANYUMAS,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT018,TANJUNGPWK,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT019,PASARWAGE_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT020,RSMARGONO,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT021,PURWOSARIPWKT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT022,PATIKRAJA,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT023,RAWALO,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT024,LUMBIR,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT025,TAMBAK_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT026,PEKUNCEN_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT027,SOKARAJABRT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT028,SOMAGEDE_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT029,WANGONSLT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT030,PURWOJATI_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT031,GUMELAR,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT032,SUMBANG,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT033,KARANGLEWAS_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT034,KEDUNGBANTENG_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT035,REMPOAH_LJ,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT036,KEBASEN,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT037,PURWOKERTO_NEW,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT038,TAMBAKSARIKIDUL_ST,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT040,PLIKEN_LS,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT041,PURWOKERTO_LOR_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT042,KARANGLESEM_LS,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT044,TELUK_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT045,KARANG_KLESEM_LS,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT046,KEMBARAN_UTARA_LS,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT047,GRENDENG,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT048,BOBOSAN_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT049,LEGOK,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT050,DARMAKRADENAN_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT051,KALISARICLGK_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT053,KEMRANJEN,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT054,PABUARANBYS,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT055,SAWANGAN_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT056,SANGKALPUTUNG,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT057,KLAHANG_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT058,KALIBAGOR,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT059,KEMBARAN,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT060,LEDUG,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT061,PEGALONGAN_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT062,PANCASAN_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT063,KRUMPUT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT064,PANUSUPAN_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT065,NOTOG_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT066,SINGASARIBY,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT067,TINGGARJAYA_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT072,KALISALAK_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT073,KOTAYASA_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT074,TANJUNGUTARA_EB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT075,BANJARSRKLN_XL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT076,BANTAR_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT079,KEBUMENBMS_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT080,PURWOKERTOKLNTGM_TV,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT081,DINASTI_DL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT082,SURO_PS,CENTRAL JAVA,Central & West Java,MC-PURBALINGGA
Active,14PWT083,JINGKANG_ST,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT084,KRACAK_EB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT085,KARANLEWAS_EB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT086,TamanSari,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT087,RANDEGAN_EB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT088,KARANGMANGU,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT089,MENGANTI_RAWALO_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT090,GUNUNG_LURAH_EB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT091,BOGANGIN_EB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT092,DEPO_PELITA,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT093,HOTEL_ASTON_PWKT_MC,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT094,HOTEL_DOMINIQUE,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT095,MORO_GROSIR,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT096,MIPIRAN_PL,CENTRAL JAVA,Central & West Java,MC-PURBALINGGA
Active,14PWT097,RITA_ISOLA_MC,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT103,KARANGWANGKAL_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT109,PASIRMUNCANG_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT117,KARANGSALAM_PWT_CM,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT127,,,,
Active,14PWT128,KRNGLWASLOR_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT130,MUNGGANGSARI_PWT_CM,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT131,KALITAPEN_PWT_GT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT132,PANDANSARI_PWT_IB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT133,WANGON_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT134,AJIBARNGWTN_PWT_GT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT135,PANDAK_PWT_BM,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT136,KEBASEN_PWT_GT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT137,,,,
Active,14PWT139,PURWANEGARA_PWT_IB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT141,PWKERTOLOR_PWT_LS,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT143,PABUARAN_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT144,REMPOAH_PWT_CM,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT145,KEMUTUGKDL_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT146,KEMUTUG_LOR_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT147,,,,
Active,14PWT148,ARCAWINANGN_PWT_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT149,PWKERTOKDL_PWT_GT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT150,KARNGKLESEM_PWT_IF,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT151,TELUK2_PWT_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT154,,,,
Active,14PWT155,SOKARAJALOR_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT156,,,,
Active,14PWT157,TELUK_PWT_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT158,KALIORI_PWT_GT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT159,KEJAWAR_PWT_IB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT160,LINGGASARI_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT162,RITAMALL_PWT_KB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT163,PARUNGKAMAL_PWT_IB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT164,KARANGBAWNG_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT165,SOMAKATON_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT175,PEKAJA_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT176,GG_KUBURAN_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT177,AMIKOM_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT178,SIDAMULIH_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT179,,,,
Active,14PWT184,BAYEMAN_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT186,PAMIJEN_PWT_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT188,JAFA_JAYA_PWT_ST,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT192,KARANG_PUNDUNG_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT193,PICO_GERAI_KOUMAN_PWT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT197,KEBASEN_PWT_CM,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT198,YADIWAO_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT199,SIBAK_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT200,GANDATAPA_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT201,KEMLAKA_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT202,RADUALAS_PWT_ST,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT203,SAMBENG_PWT_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT204,MARGASARA_PWT_PL,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT205,,,,
Active,14PWT207,KARANGLO_PWT_CM,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT208,GUMELAR_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT209,SOKAWERA_PWT_ST,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT210,PAGERALANG_PWT_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT211,SIKAPAT_PWT_MT,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14PWT212,AMBAR_AGUNG_PWT_TB,CENTRAL JAVA,Central & West Java,MC-BANYUMAS KAB
Active,14RBG001,KRAGAN,CENTRAL JAVA,Central & West Java,MC-BLOREM
Active,14RBG002,LASEM,CENTRAL JAVA,Central & West Java,MC-BLOREM
Active,14RBG003,REMBANG_RBG,CENTRAL JAVA,Central & West Java,MC-BLOREM
Active,14RBG004,PAMOTAN,CENTRAL JAVA,Central & West Java,MC-BLOREM
